True Labels,Predictions
4,34
16,3
3,4
5,4
18,4
13,3
8,3
10,4
7,3
14,28
2,28
17,33
18,8
17,10
11,4
7,28
9,4
1,5
7,11
17,11
16,11
0,28
12,5
14,23
6,23
16,23
19,23
15,20
19,5
16,7
0,20
12,20
17,20
9,7
10,20
4,28
13,28
11,28
13,40
8,40
8,40
5,40
5,40
12,40
6,40
8,40
2,39
15,5
6,40
7,40
2,40
16,34
6,40
6,40
14,46
0,40
10,40
8,40
1,40
9,40
3,40
13,40
15,40
9,40
2,6
1,21
15,21
3,5
8,9
14,9
4,9
12,5
0,21
17,6
13,8
6,30
1,21
16,29
15,7
0,6
15,6
11,6
9,11
10,13
8,11
16,11
12,13
5,13
7,23
1,7
9,1
0,1
4,7
1,20
0,6
9,4
11,20
2,6
8,7
7,21
3,20
12,21
4,20
5,40
13,40
3,40
6,40
9,40
0,40
10,40
4,6
13,6
1,6
5,5
4,34
0,40
0,40
0,40
0,34
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,6
0,19
0,34
0,33
0,9
0,9
0,34
0,6
0,28
0,6
0,33
0,30
0,7
0,61
0,10
0,6
0,6
0,6
0,11
0,61
0,11
0,28
0,13
0,13
0,23
0,7
0,13
0,20
0,7
0,20
0,20
0,20
0,20
0,7
0,20
0,4
0,28
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,39
0,6
0,6
0,40
0,40
0,40
0,40
0,40
0,5
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,40
0,4
0,4
0,4
0,4
0,4
0,7
0,7
0,4
0,4
0,4
0,6
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,0
0,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,47
0,46
0,47
0,47
0,47
0,47
0,47
0,47
0,62
0,62
0,62
0,62
0,62
0,62
0,61
0,61
0,61
0,15
0,15
0,13
0,15
0,15
0,12
0,16
0,16
0,59
0,16
0,15
0,16
0,59
0,59
0,4
0,4
0,4
0,4
0,4
0,4
0,5
0,0
0,6
0,6
0,6
0,4
0,4
0,4
0,4
0,3
0,0
0,4
0,4
0,4
0,0
0,4
0,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,48
0,0
0,47
0,28
0,28
0,29
0,12
0,11
0,29
0,29
0,29
0,29
0,0
0,3
0,2
0,0
0,0
0,0
0,0
0,0
0,0
0,12
0,0
0,4
0,4
0,0
0,0
0,10
0,51
0,4
0,4
0,4
0,4
0,4
0,4
0,7
0,7
0,0
0,7
0,7
0,6
0,4
0,4
0,4
0,4
0,3
0,4
0,4
0,4
0,4
0,0
0,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,48
0,48
0,12
0,12
0,48
0,48
0,48
0,12
0,12
0,62
0,11
0,62
0,33
0,13
0,7
0,61
0,61
0,13
0,15
0,13
0,13
0,13
0,12
0,0
0,4
0,12
0,15
0,7
0,12
0,15
0,10
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,21
0,23
0,19
0,27
0,23
0,16
0,25
0,25
0,25
0,25
0,25
0,23
0,25
0,23
0,23
0,22
0,24
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,28
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,27
0,26
0,19
0,27
0,27
0,16
0,25
0,25
0,25
0,25
0,25
0,27
0,25
0,21
0,25
0,22
0,24
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,28
0,38
0,28
0,28
0,24
0,24
0,28
0,28
0,28
0,28
0,28
0,38
0,0
0,38
0,38
0,38
0,38
0,23
0,38
0,38
0,38
0,38
0,38
0,38
0,19
0,38
0,38
0,15
0,15
0,38
0,38
0,38
0,38
0,38
0,38
0,38
0,38
0,38
0,38
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
